,PromptTokens,DecodeTokens,UserID,ArrivalTime
138122,52258,1030,6103,76
138123,14485,126,6103,76
138124,9194,174,6103,76
138125,6188,180,6103,76
138126,14361,233,6103,76
138127,16188,1113,6103,76
138128,26826,324,6103,76
138129,16655,333,6103,76
138130,48267,1132,6103,76
138131,40000,256,6103,76
138132,19553,263,6103,76
138133,9637,296,6103,77
138134,17111,1627,6103,77
138135,5248,81,6103,77
138136,22200,271,6103,77
138137,26751,257,6103,77
138138,40285,582,6103,77
138139,24483,1522,6103,77
138140,16109,110,6103,77
138141,20637,278,6103,77
138142,20154,1310,6103,77
138143,9888,1600,6103,77
138144,22381,266,6103,78
138145,5976,261,6103,78
138146,24281,294,6103,78
138147,25928,379,6103,78
138148,42873,288,6103,78
138149,9809,362,6103,78
138150,11010,178,6103,78
138151,15995,264,6103,78
138152,15806,330,6103,78
138153,28525,298,6103,78
138154,11675,1159,6103,78
138155,10419,971,6103,78
138156,1463,24,6103,78
138157,13024,190,6103,78
138158,8719,277,6103,78
138159,16513,218,6103,78
138160,22164,118,6103,78
138161,14386,219,6103,79
138162,9040,251,6103,79
138163,3455,491,6103,79
138164,22517,222,6103,80
138165,8326,172,6103,80
138166,13520,1065,6103,80
138167,10193,187,6103,80
138168,26880,222,6103,80
138169,14231,229,6103,81
138170,16286,184,6103,81
138171,1130,249,6103,81
138172,11469,198,6103,81
138173,49943,721,6103,81
138174,19501,320,6103,81
138175,28021,248,6103,81
138176,16429,201,6103,81
138177,5014,124,6103,81
138178,14224,342,6103,81
138179,25544,253,6103,82
138180,3579,289,6103,82
138181,9950,225,6103,82
138182,15894,1030,6103,82
138183,27611,374,6103,82
138184,16758,1075,6103,82
138185,18276,341,6103,82
138186,33484,290,6103,82
138187,7005,369,6103,82
138188,27577,949,6103,82
138189,10232,255,6103,82
138190,13321,124,6103,83
138191,4398,939,6103,83
138192,29593,224,6103,83
138193,29263,270,6103,84
138194,8039,200,6103,84
138195,19442,1111,6103,84
138196,51664,174,6103,84
138197,21575,190,6103,84
138198,5199,634,6103,84
138199,16632,849,6103,84
138200,7391,920,6103,84
138201,1485,163,6103,85
138202,1327,179,6103,85
138203,4880,292,6103,85
138204,29496,248,6103,85
138205,29699,1473,6103,85
138206,23402,328,6103,85
138207,1109,15,6103,85
138208,11418,1600,6103,85
138209,9216,1543,6103,86
138210,6749,291,6103,86
138211,6135,220,6103,86
138212,25454,408,6103,86
138213,7420,270,6103,86
138214,27082,197,6103,86
138215,11680,323,6103,86
138216,13643,1163,6103,86
138217,17345,509,6103,86
138218,9237,330,6103,86
138219,4864,269,6103,86
138220,24125,192,6103,86
138221,18600,279,6103,86
138222,11478,424,6103,86
138223,9495,330,6103,86
138224,9192,1312,6103,87
138225,17667,173,6103,87
138226,21011,134,6103,87
138227,11311,421,6103,88
138228,52203,245,6103,88
138229,13168,281,6103,88
138230,9950,285,6103,88
138231,23241,486,6103,89
138232,10258,1035,6103,89
138233,20264,261,6103,89
138234,9783,1348,6103,89
138235,16457,716,6103,89
138236,16131,272,6103,89
138237,28617,300,6103,89
138238,951,175,6103,89
138239,9864,1157,6103,89
138240,10874,173,6103,89
138241,5444,15,6103,89
138242,27695,369,6103,89
138243,14043,156,6103,89
138244,6056,347,6103,89
138245,11325,374,6103,90
138246,7532,311,6103,90
138247,7976,169,6103,90
138248,11231,1600,6103,90
138249,16209,105,6103,90
138250,28663,1618,6103,90
138251,33379,273,6103,90
138252,10747,996,6103,90
138253,15155,952,6103,90
138254,12141,2000,6103,90
138255,39947,341,6103,90
138256,12836,360,6103,90
138257,23139,496,6103,90
138258,35140,845,6103,90
138259,8934,319,6103,90
138260,16760,1470,6103,90
138261,38809,313,6103,90
138262,23646,211,6103,91
138263,26219,1524,6103,91
138264,19764,317,6103,91
138265,13689,17,6103,91
138266,17506,513,6103,91
138267,15742,1068,6103,91
138268,12333,255,6103,91
138269,13885,316,6103,91
138270,39146,11,6103,91
138271,1115,151,6103,92
138272,9540,330,6103,92
138273,38406,11,6103,92
138274,14556,218,6103,92
138275,17106,81,6103,92
138276,1274,155,6103,92
138277,13538,22,6103,92
138278,17525,297,6103,92
138279,12327,319,6103,92
138280,27678,1675,6103,92
138281,18717,304,6103,92
138282,4909,240,6103,92
138283,13313,374,6103,93
138284,12151,324,6103,93
138285,20800,57,6103,93
138286,6035,507,6103,93
138287,3444,304,6103,93
138288,12146,212,6103,93
138289,15878,359,6103,93
138290,7680,217,6103,93
138291,9909,374,6103,93
138292,11366,1392,6103,93
138293,22346,179,6103,93
138294,23458,387,6103,93
138295,22045,331,6103,94
138296,4750,366,6103,94
138297,19877,350,6103,94
138298,9129,998,6103,94
138299,8692,203,6103,94
138300,4952,156,6103,94
138301,8727,718,6103,94
138302,7276,194,6103,94
138303,14405,273,6103,95
138304,12444,592,6103,95
138305,14336,15,6103,95
138306,1303,252,6103,95
138307,11942,430,6103,95
138308,38718,2000,6103,95
138309,7611,167,6103,95
138310,8799,396,6103,95
138311,14828,12,6103,95
138312,20759,251,6103,95
138313,14205,1215,6103,95
138314,7058,341,6103,96
138315,21447,297,6103,96
138316,9292,966,6103,96
138317,3989,442,6103,96
138318,28043,247,6103,96
138319,49486,881,6103,96
138320,12450,359,6103,96
138321,14250,1047,6103,96
138322,8250,1465,6103,97
138323,15316,1294,6103,97
138324,15306,178,6103,97
138325,39030,34,6103,97
138326,8669,330,6103,97
138327,16234,1068,6103,97
138328,8986,527,6103,97
138329,25541,511,6103,97
138330,9080,1600,6103,97
138331,53834,469,6103,97
138332,38364,22,6103,98
138333,15127,870,6103,98
138334,19341,1204,6103,98
138335,3107,242,6103,98
138336,16278,442,6103,98
138337,7144,150,6103,98
138338,24987,379,6103,98
138339,8624,330,6103,98
138340,3601,302,6103,98
138341,16250,1254,6103,98
138342,11611,491,6103,99
138343,30800,1167,6103,99
138344,17854,1013,6103,99
138345,10041,246,6103,99
138346,8949,1600,6103,100
138347,5308,199,6103,100
138348,15168,240,6103,100
138349,10347,917,6103,100
138350,38827,270,6103,100
138351,12208,406,6103,100
138352,20160,370,6103,100
138353,39805,1012,6103,100
138354,13112,1072,6103,100
138355,8346,770,6103,101
138356,7566,190,6103,101
138357,5382,524,6103,101
138358,44950,811,6103,101
138359,24423,942,6103,101
138360,1379,17,6103,101
138361,11149,2000,6103,101
138362,52050,436,6103,101
138363,26954,334,6103,101
138364,76783,1450,6103,101
138365,20998,276,6103,101
138366,30048,1222,6103,102
138367,6383,90,6103,102
138368,13966,1724,6103,102
138369,7022,15,6103,102
138370,17066,1120,6103,102
138371,26558,325,6103,102
138372,14527,170,6103,102
138373,25210,1014,6103,102
138374,3215,315,6103,102
138375,9669,194,6103,103
138376,22122,1263,6103,103
138377,27145,175,6103,103
138378,20315,224,6103,103
138379,6834,1303,6103,103
138380,7208,290,6103,103
138381,3214,525,6103,103
138382,12764,76,6103,103
138383,13222,11,6103,103
138384,10893,1065,6103,103
138385,14147,234,6103,103
138386,28286,459,6103,103
138387,4092,375,6103,103
138388,9395,863,6103,104
138389,10127,1380,6103,104
138390,54169,1350,6103,104
138391,6886,969,6103,104
138392,19512,1236,6103,104
138393,24589,856,6103,104
138394,31792,2000,6103,104
138395,37650,360,6103,104
138396,11836,266,6103,104
138397,14175,273,6103,104
138398,41304,196,6103,105
138399,14637,1719,6103,105
138400,49109,1102,6103,105
138401,15553,647,6103,105
138402,8869,330,6103,105
138403,10099,517,6103,105
138404,26074,307,6103,105
138405,17791,1334,6103,105
138406,18698,572,6103,105
138407,22332,199,6103,106
138408,5841,1188,6103,106
138409,11376,236,6103,106
138410,26405,793,6103,106
138411,29124,1868,6103,106
138412,51540,377,6103,106
138413,14465,123,6103,107
138414,12019,421,6103,107
138415,15400,316,6103,107
138416,14962,1197,6103,107
138417,14370,276,6103,107
138418,16512,758,6103,107
138419,19627,392,6103,107
138420,14004,946,6103,108
138421,49843,1034,6103,108
138422,12131,281,6103,108
138423,30651,1172,6103,108
138424,13475,288,6103,108
138425,14687,230,6103,108
138426,25451,442,6103,108
138427,35130,440,6103,108
138428,25516,1051,6103,108
138429,2950,158,6103,108
138430,6190,187,6103,108
138431,16250,207,6103,108
138432,13662,374,6103,108
138433,26212,1243,6103,109
138434,28288,282,6103,109
138435,12397,328,6103,109
138436,30110,476,6103,109
138437,21995,331,6103,109
138438,3453,544,6103,109
138439,4496,330,6103,109
138440,6877,262,6103,109
138441,1978,29,6103,110
138442,11882,1102,6103,110
138443,13006,723,6103,110
138444,3031,17,6103,111
138445,17351,118,6103,111
138446,22602,1618,6103,111
138447,6800,994,6103,111
138448,53711,447,6103,111
138449,6182,493,6103,111
138450,3596,320,6103,111
138451,20288,15,6103,111
138452,2916,310,6103,112
138453,9390,249,6103,112
138454,12992,364,6103,112
138455,11247,254,6103,112
138456,29925,237,6103,112
138457,42008,268,6103,112
138458,17010,215,6103,112
138459,11482,1385,6103,112
138460,8691,134,6103,112
138461,15351,519,6103,112
138462,4702,208,6103,112
138463,2130,11,6103,112
138464,5431,314,6103,112
138465,7829,341,6103,113
138466,18663,101,6103,113
138467,22813,1271,6103,113
138468,9336,350,6103,113
138469,21389,242,6103,113
138470,3320,760,6103,113
138471,15562,92,6103,113
138472,4580,283,6103,113
138473,12481,374,6103,113
138474,16324,1110,6103,113
138475,51823,78,6103,113
138476,13076,22,6103,113
138477,19884,597,6103,114
138478,30520,964,6103,114
138479,15995,1292,6103,114
138480,6043,417,6103,114
138481,8474,263,6103,114
138482,45831,265,6103,115
138483,29099,909,6103,115
138484,44827,272,6103,115
138485,42871,1006,6103,115
138486,37705,289,6103,115
138487,16344,1043,6103,115
138488,4545,312,6103,115
138489,24832,193,6103,115
138490,23650,11,6103,115
138491,6998,287,6103,115
138492,25275,377,6103,115
138493,14675,325,6103,115
138494,20135,191,6103,116
138495,12352,290,6103,116
138496,35278,15,6103,116
138497,73777,84,6103,116
138498,3752,395,6103,116
138499,12840,353,6103,116
138500,1218,242,6103,116
138501,25560,1758,6103,116
138502,3504,693,6103,116
138503,5280,324,6103,116
138504,1115,124,6103,116
138505,12195,332,6103,117
138506,21797,134,6103,117
138507,3076,404,6103,117
138508,15260,1600,6103,117
138509,35925,1257,6103,117
138510,25234,486,6103,117
138511,15297,1494,6103,118
138512,15531,1401,6103,118
138513,3015,173,6103,118
138514,8188,1179,6103,118
138515,10741,1272,6103,118
138516,20027,758,6103,118
138517,20109,257,6103,118
138518,16069,1417,6103,118
138519,13050,148,6103,118
138520,6356,201,6103,119
138521,35164,286,6103,119
138522,31739,129,6103,119
138523,8204,239,6103,119
138524,20173,364,6103,119
138525,35021,399,6103,119
138526,28870,228,6103,119
138527,30342,1475,6103,120
138528,41853,284,6103,120
138529,16016,157,6103,120
138530,36245,198,6103,120
138531,25981,11,6103,120
138532,22263,17,6103,120
138533,8178,11,6103,120
138534,5697,778,6103,120
138535,9831,18,6103,120
138536,11237,1005,6103,120
138537,14750,228,6103,120
138538,17030,455,6103,121
138539,9483,215,6103,121
138540,15887,238,6103,121
138541,28921,979,6103,121
138542,8065,372,6103,121
138543,15538,203,6103,121
138544,1014,142,6103,121
138545,7456,296,6103,121
138546,7409,1044,6103,121
138547,25966,163,6103,122
138548,29515,918,6103,122
138549,9032,224,6103,122
138550,22372,289,6103,122
138551,6769,909,6103,122
138552,21695,214,6103,122
138553,10184,2000,6103,122
138554,18934,223,6103,122
138555,22862,1201,6103,122
138556,12901,399,6103,122
138557,48200,201,6103,122
138558,38177,1151,6103,123
138559,18347,965,6103,123
138560,21996,924,6103,123
138561,4346,270,6103,123
138562,13070,330,6103,123
138563,14367,133,6103,123
138564,24711,337,6103,123
138565,7809,340,6103,123
138566,2863,208,6103,124
138567,20850,758,6103,124
138568,1075,134,6103,124
138569,13986,1072,6103,124
138570,7288,218,6103,124
138571,4328,15,6103,124
138572,9631,1015,6103,124
138573,24417,202,6103,124
138574,22110,63,6103,124
138575,24112,397,6103,124
138576,9837,222,6103,124
138577,23694,375,6103,124
138578,22430,189,6103,124
138579,13339,537,6103,125
138580,16407,1068,6103,125
138581,33309,790,6103,125
138582,47577,889,6103,125
138583,21785,470,6103,125
138584,10941,1023,6103,125
138585,30431,392,6103,125
138586,27305,821,6103,125
138587,12218,1183,6103,126
138588,9340,352,6103,126
138589,34260,2000,6103,126
138590,12647,131,6103,126
138591,25856,67,6103,126
138592,852,144,6103,126
138593,19855,384,6103,126
138594,20492,194,6103,126
138595,11815,383,6103,126
138596,5051,532,6103,126
138597,39220,1414,6103,126
138598,14146,156,6103,126
138599,10372,255,6103,126
138600,13791,309,6103,127
138601,7889,329,6103,127
138602,24856,289,6103,127
138603,9757,322,6103,127
138604,8895,398,6103,127
138605,34594,1600,6103,127
138606,5781,1331,6103,127
138607,26192,2000,6103,127
138608,9754,131,6103,127
138609,22072,375,6103,127
138610,20515,545,6103,127
138611,13997,464,6103,128
138612,919,127,6103,128
138613,29105,1367,6103,128
138614,23165,288,6103,128
138615,20604,26,6103,128
138616,20386,291,6103,128
138617,14531,301,6103,128
138618,18295,207,6103,128
138619,23697,919,6103,128
138620,23081,1536,6103,128
138621,26654,1586,6103,128
138622,19993,373,6103,129
138623,10233,274,6103,129
138624,36020,1945,6103,129
138625,26056,285,6103,129
138626,9573,203,6103,129
138627,25852,300,6103,129
138628,15330,1439,6103,129
138629,8362,1093,6103,129
138630,25932,398,6103,130
138631,28767,410,6103,130
138632,9418,233,6103,130
138633,28009,171,6103,130
138634,20914,17,6103,130
138635,26076,234,6103,130
138636,20837,166,6103,130
138637,10015,1812,6103,130
138638,50746,758,6103,130
138639,19664,106,6103,130
138640,12489,238,6103,130
138641,8676,363,6103,130
138642,7826,17,6103,130
138643,8367,194,6103,130
138644,38621,365,6103,131
138645,12583,165,6103,131
138646,20550,1081,6103,131
138647,13364,320,6103,131
138648,25798,1285,6103,131
138649,9625,279,6103,131
138650,16149,436,6103,131
138651,10332,467,6103,131
138652,35122,204,6103,131
138653,30371,478,6103,131
138654,46214,11,6103,132
138655,10759,17,6103,132
138656,20817,923,6103,132
138657,20770,55,6103,132
138658,6197,377,6103,132
138659,12017,1313,6103,132
138660,21784,1528,6103,132
138661,15380,207,6103,132
138662,7335,383,6103,132
138663,7668,330,6103,132
138664,18895,1605,6103,132
138665,13069,330,6103,132
138666,14230,153,6103,132
138667,4810,348,6103,133
138668,16151,909,6103,133
138669,16404,1092,6103,133
138670,24996,232,6103,133
138671,2990,263,6103,133
138672,8746,268,6103,133
138673,9528,474,6103,133
138674,17938,1478,6103,134
138675,8221,296,6103,134
138676,28248,1130,6103,134
138677,7432,991,6103,134
138678,11046,244,6103,134
138679,12999,367,6103,134
138680,10606,37,6103,134
138681,9681,221,6103,134
138682,21051,181,6103,134
138683,23731,1989,6103,134
138684,20171,354,6103,134
138685,25285,358,6103,134
138686,50613,244,6103,134
138687,7672,37,6103,134
138688,23525,307,6103,135
138689,19756,929,6103,135
138690,10983,195,6103,135
138691,4374,15,6103,135
138692,22201,328,6103,135
138693,24272,306,6103,136
138694,23099,1210,6103,136
138695,19498,332,6103,136
138696,10243,231,6103,136
138697,18778,15,6103,136
138698,16855,310,6103,136
138699,11195,165,6103,136
138700,16324,228,6103,136
138701,11168,234,6103,136
138702,20726,11,6103,136
138703,41153,489,6103,136
138704,19528,338,6103,136
138705,15785,199,6103,136
138706,28237,1331,6103,136
138707,36120,542,6103,136
138708,36582,228,6103,136
138709,14596,1068,6103,137
138710,41409,300,6103,137
138711,17867,204,6103,137
138712,2944,470,6103,137
138713,3572,135,6103,137
138714,30209,1378,6103,137
138715,9370,253,6103,137
138716,6809,941,6103,137
138717,21999,266,6103,137
138718,3410,656,6103,137
138719,37860,223,6103,137
138720,19719,154,6103,137
138721,19846,1415,6103,137
138722,11939,229,6103,137
138723,35582,1020,6103,137
138724,16483,186,6103,137
138725,4686,245,6103,137
138726,27059,539,6103,137
138727,9526,170,6103,138
138728,17322,207,6103,138
138729,25913,352,6103,138
138730,2988,320,6103,138
138731,9680,216,6103,138
138732,20581,57,6103,138
138733,16626,1018,6103,138
138734,27827,861,6103,138
138735,30740,887,6103,138
138736,19827,181,6103,138
138737,4727,310,6103,138
138738,20359,312,6103,138
138739,17332,894,6103,138
138740,10227,1354,6103,138
138741,17751,127,6103,138
138742,10445,278,6103,138
138743,35925,230,6103,139
138744,12919,531,6103,139
138745,4538,245,6103,139
138746,22781,222,6103,139
138747,15659,285,6103,139
138748,15542,148,6103,139
138749,45752,419,6103,139
138750,14392,1347,6103,140
138751,14097,304,6103,140
138752,20939,366,6103,140
138753,18666,1276,6103,140
138754,8541,343,6103,140
138755,15394,1311,6103,140
138756,18539,15,6103,140
138757,9834,219,6103,140
138758,27456,240,6103,141
138759,10025,2000,6103,141
138760,10180,197,6103,141
138761,12055,240,6103,141
138762,25391,271,6103,141
138763,51473,207,6103,141
138764,9040,344,6103,141
138765,46262,26,6103,141
138766,13234,365,6103,141
138767,35838,231,6103,141
138768,4467,11,6103,141
138769,19986,316,6103,141
138770,9707,309,6103,141
138771,20688,278,6103,141
138772,45976,194,6103,142
138773,4735,279,6103,142
138774,7131,1198,6103,142
138775,4237,169,6103,142
138776,30522,306,6103,142
138777,3985,273,6103,142
138778,6363,1559,6103,142
138779,9461,26,6103,142
138780,4170,316,6103,142
138781,19092,310,6103,142
138782,18781,366,6103,143
138783,13760,368,6103,143
138784,28199,605,6103,143
138785,28833,1144,6103,143
138786,12924,424,6103,143
138787,11785,268,6103,143
138788,30239,944,6103,143
138789,11328,1017,6103,143
138790,8758,310,6103,143
138791,24027,274,6103,143
138792,15369,208,6103,143
138793,4143,263,6103,143
138794,23948,414,6103,144
138795,21542,11,6103,144
138796,7142,217,6103,144
138797,26725,283,6103,144
138798,21544,298,6103,144
138799,7521,254,6103,144
138800,10324,248,6103,144
138801,10118,280,6103,144
138802,8628,257,6103,144
138803,20522,387,6103,144
138804,50469,289,6103,145
138805,56469,1135,6103,145
138806,33239,221,6103,145
138807,13862,1242,6103,145
138808,15179,1418,6103,145
138809,12231,1054,6103,145
138810,15212,263,6103,145
138811,21175,280,6103,145
138812,22321,326,6103,145
138813,7716,288,6103,145
138814,72785,408,6103,145
138815,11010,378,6103,145
138816,49216,1389,6103,145
138817,21320,243,6103,145
138818,9638,395,6103,145
138819,7945,291,6103,145
138820,14852,208,6103,145
138821,27856,219,6103,146
138822,7544,1174,6103,146
138823,16617,897,6103,146
138824,3416,180,6103,146
138825,44691,346,6103,146
138826,25670,303,6103,146
138827,11099,271,6103,146
138828,6774,181,6103,146
138829,10335,11,6103,146
138830,11871,702,6103,146
138831,25040,249,6103,147
138832,33373,247,6103,147
138833,48056,119,6103,147
138834,9387,109,6103,147
138835,9783,1215,6103,147
138836,28093,262,6103,147
138837,17770,1999,6103,147
138838,23728,11,6103,148
138839,10118,1600,6103,148
138840,18610,37,6103,148
138841,24358,1168,6103,148
138842,18143,1258,6103,148
138843,26171,375,6103,148
138844,23058,322,6103,148
138845,8427,1328,6103,148
138846,7203,362,6103,148
138847,24413,359,6103,148
138848,42793,1505,6103,148
138849,18223,149,6103,148
138850,7356,224,6103,148
138851,24083,384,6103,148
138852,46817,476,6103,148
138853,17290,134,6103,148
138854,7546,111,6103,149
138855,7871,215,6103,149
138856,4259,225,6103,149
138857,28546,320,6103,149
138858,9301,220,6103,149
138859,10176,65,6103,149
138860,22280,11,6103,149
138861,17258,531,6103,149
138862,51391,378,6103,149
138863,10679,979,6103,149
138864,56402,78,6103,149
138865,22130,22,6103,149
138866,31666,1035,6103,149
138867,7483,323,6103,150
138868,6293,207,6103,150
138869,20655,186,6103,150
138870,22134,292,6103,150
138871,27712,350,6103,150
138872,5884,1194,6103,150
138873,10754,280,6103,150
138874,11748,322,6103,150
138875,10394,553,6103,150
138876,18830,453,6103,150
138877,46953,259,6103,150
138878,9357,1491,6103,150
138879,3848,333,6103,151
138880,24661,1331,6103,151
138881,16703,324,6103,151
138882,3670,334,6103,151
138883,13764,17,6103,151
138884,4307,162,6103,151
138885,26559,281,6103,151
138886,8890,363,6103,152
138887,20979,904,6103,152
138888,30605,410,6103,152
138889,15665,1359,6103,152
138890,61267,522,6103,152
138891,10838,351,6103,152
138892,13089,1417,6103,152
138893,11891,345,6103,152
138894,7124,361,6103,152
138895,5468,919,6103,152
138896,6560,957,6103,153
138897,10601,415,6103,153
138898,14712,386,6103,153
138899,21107,120,6103,153
138900,29921,1187,6103,153
138901,55354,309,6103,153
138902,9700,1211,6103,153
138903,14774,221,6103,153
138904,7628,424,6103,153
138905,6815,1070,6103,153
138906,11595,858,6103,153
138907,13682,1543,6103,154
138908,6332,515,6103,154
138909,27412,372,6103,154
138910,4573,225,6103,154
138911,4308,197,6103,154
138912,14630,231,6103,154
138913,11690,421,6103,154
138914,21747,1188,6103,154
138915,24105,51,6103,155
138916,5139,1145,6103,155
138917,14406,1550,6103,155
138918,33220,259,6103,155
138919,22334,216,6103,155
138920,12464,307,6103,155
138921,23261,179,6103,155
138922,19321,104,6103,155
138923,11128,1600,6103,155
138924,8364,119,6103,155
138925,45377,334,6103,155
138926,21880,233,6103,155
138927,29826,489,6103,156
138928,14636,1133,6103,156
138929,22293,474,6103,156
138930,17396,369,6103,156
138931,17694,965,6103,156
138932,26703,266,6103,156
138933,23376,674,6103,156
138934,19985,380,6103,157
138935,3724,330,6103,157
138936,26319,471,6103,157
138937,9133,227,6103,157
138938,11578,799,6103,157
138939,13116,177,6103,158
138940,22600,758,6103,158
138941,3829,241,6103,158
138942,27779,1547,6103,158
138943,12110,1478,6103,158
138944,13311,17,6103,158
138945,15167,87,6103,159
138946,13669,22,6103,159
138947,54447,1019,6103,159
138948,24585,199,6103,159
138949,23603,1185,6103,159
138950,14208,134,6103,159
138951,27539,142,6103,159
138952,21254,107,6103,159
138953,26201,78,6103,159
138954,25560,660,6103,159
138955,28659,222,6103,159
138956,4326,121,6103,159
138957,11721,296,6103,160
138958,21657,267,6103,160
138959,12728,15,6103,160
138960,8930,270,6103,160
138961,22245,247,6103,160
138962,16925,275,6103,160
138963,12064,218,6103,160
138964,39633,209,6103,160
138965,17650,230,6103,160
138966,29860,1285,6103,160
138967,10166,1143,6103,160
138968,3675,15,6103,160
138969,5009,753,6103,160
138970,22348,772,6103,160
138971,13862,344,6103,161
138972,11542,357,6103,161
138973,12055,97,6103,161
138974,32111,1286,6103,161
138975,20295,290,6103,161
138976,4464,290,6103,162
138977,55501,264,6103,162
138978,28733,315,6103,162
138979,20448,364,6103,162
138980,8232,208,6103,162
138981,7444,400,6103,162
138982,16854,1514,6103,162
138983,20621,293,6103,162
138984,27793,1136,6103,162
138985,17717,358,6103,163
138986,28957,190,6103,163
138987,15955,1037,6103,163
138988,11991,830,6103,163
138989,21722,303,6103,163
138990,17108,1361,6103,163
138991,36726,215,6103,163
138992,31956,348,6103,164
138993,37387,896,6103,164
138994,11840,305,6103,164
138995,38516,1104,6103,164
138996,15045,319,6103,164
138997,17630,219,6103,164
138998,9222,1083,6103,164
138999,26852,309,6103,165
139000,12441,966,6103,165
139001,18937,235,6103,165
139002,22212,313,6103,165
139003,11828,922,6103,165
139004,12623,190,6103,165
139005,40965,1161,6103,165
139006,18105,281,6103,165
139007,4115,326,6103,165
139008,4176,314,6103,166
139009,27500,262,6103,166
139010,12974,266,6103,166
139011,33176,209,6103,166
139012,6415,421,6103,166
139013,13455,1027,6103,166
139014,72642,494,6103,166
139015,31528,240,6103,166
139016,15805,137,6103,166
139017,17499,376,6103,166
139018,44116,905,6103,166
139019,11941,994,6103,166
139020,6644,296,6103,166
139021,14587,316,6103,166
139022,10125,296,6103,166
139023,24924,289,6103,167
139024,14476,1600,6103,167
139025,25679,1600,6103,167
139026,8039,288,6103,167
139027,22482,1540,6103,167
139028,26994,1029,6103,167
139029,9071,330,6103,167
139030,14819,295,6103,167
139031,3524,262,6103,167
139032,11907,280,6103,167
139033,11910,283,6103,168
139034,28207,275,6103,168
139035,21684,239,6103,168
139036,11616,330,6103,168
139037,24552,300,6103,168
139038,30204,1403,6103,168
139039,10405,1342,6103,168
139040,14740,149,6103,168
139041,30789,158,6103,168
139042,3587,291,6103,168
139043,24256,11,6103,168
139044,12447,257,6103,168
139045,20528,393,6103,169
139046,14559,1280,6103,169
139047,15244,229,6103,169
139048,30629,256,6103,169
139049,23122,259,6103,169
139050,20282,376,6103,169
139051,26097,744,6103,169
139052,37274,781,6103,170
139053,8446,389,6103,170
139054,5542,768,6103,170
139055,6442,1192,6103,170
139056,46108,282,6103,170
139057,32102,272,6103,170
139058,10591,333,6103,170
139059,10534,195,6103,171
139060,15253,1595,6103,171
139061,22036,230,6103,171
139062,23209,491,6103,171
139063,16856,203,6103,171
139064,22852,209,6103,171
139065,42166,1177,6103,171
139066,23356,271,6103,172
139067,16780,1050,6103,172
139068,19145,792,6103,172
139069,10881,281,6103,172
139070,10740,376,6103,172
139071,37535,1398,6103,172
139072,32075,378,6103,172
139073,19669,389,6103,172
139074,6211,982,6103,172
139075,1536,17,6103,172
139076,21499,300,6103,173
139077,22635,523,6103,173
139078,17227,418,6103,173
139079,53837,1091,6103,173
139080,11651,1173,6103,173
139081,15657,320,6103,173
139082,27978,434,6103,173
139083,9532,396,6103,173
139084,28235,379,6103,173
139085,27251,1647,6103,173
139086,24693,1464,6103,173
139087,25553,163,6103,173
139088,9294,827,6103,173
139089,56105,1197,6103,174
139090,10455,1589,6103,174
139091,30196,288,6103,174
139092,11069,330,6103,174
139093,11226,1295,6103,174
139094,9076,1006,6103,174
139095,28222,1026,6103,174
139096,16805,458,6103,174
139097,27594,1551,6103,174
139098,11574,933,6103,174
139099,6550,336,6103,174
139100,11479,1600,6103,174
139101,14785,2000,6103,175
139102,23243,1497,6103,175
139103,27135,982,6103,175
139104,18043,752,6103,175
139105,24069,206,6103,175
139106,27877,1600,6103,175
139107,17591,309,6103,175
139108,6797,206,6103,175
139109,44904,82,6103,175
139110,8986,423,6103,176
139111,16665,330,6103,176
139112,10115,1262,6103,176
139113,53884,119,6103,176
139114,15332,215,6103,176
139115,30672,1174,6103,176
139116,23552,152,6103,176
139117,25959,477,6103,176
139118,27247,235,6103,176
139119,1872,205,6103,176
139120,7070,1293,6103,176
139121,7639,130,6103,176
139122,13177,226,6103,176
139123,48047,571,6103,176
139124,8397,523,6103,177
139125,27339,359,6103,177
139126,24230,1458,6103,177
139127,17537,925,6103,177
139128,9220,134,6103,177
139129,17421,830,6103,177
139130,10409,218,6103,177
139131,8528,1283,6103,177
139132,14338,177,6103,178
139133,28388,351,6103,178
139134,23423,891,6103,178
139135,7320,187,6103,178
139136,29685,140,6103,178
139137,24834,22,6103,178
139138,12670,208,6103,178
139139,28081,296,6103,178
139140,13670,1738,6103,178
139141,1369,158,6103,178
139142,16253,113,6103,178
139143,9315,1600,6103,178
139144,7277,267,6103,178
139145,37201,100,6103,178
139146,27074,893,6103,178
139147,32536,1726,6103,178
139148,6293,330,6103,178
139149,82120,12,6103,178
139150,8445,158,6103,178
139151,23931,249,6103,179
139152,9994,72,6103,179
139153,18500,741,6103,179
139154,10087,186,6103,179
139155,39348,286,6103,179
139156,6165,418,6103,179
139157,31265,373,6103,179
139158,28090,860,6103,179
139159,6153,238,6103,179
139160,27156,198,6103,179
139161,26193,247,6103,179
139162,11835,1087,6103,179
139163,14100,103,6103,179
139164,12572,1858,6103,179
139165,24985,11,6103,180
139166,31349,225,6103,180
139167,23398,282,6103,180
139168,8078,211,6103,180
139169,15399,324,6103,180
139170,8517,2000,6103,180
139171,11489,292,6103,180
139172,5208,15,6103,180
45473,4628,19,308719,1
45474,6693,14,308719,2
45475,4916,12,308719,4
45476,3303,41,308756,5
45477,492,45,308716,6
45478,5163,41,308719,6
45479,477,29,308716,7
45480,6070,106,308719,8
